Season,Name,Tm,G,PA,AB,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,playerId
2019,"Eric Hosmer","SDP",29,120,111,28,17,6,0,5,14,18,9,1,28,0,0,0,2,0,0,0.252252252,3516
2019,"Troy Tulowitzki","NYY",5,13,11,2,0,1,0,1,1,1,2,0,4,0,0,0,1,0,0,0.181818181,3531
2019,"Eric Thames","MIL",28,63,55,15,9,1,0,5,10,16,5,0,22,2,1,0,0,0,0,0.272727272,3711
2019,"Josh Reddick","HOU",25,99,91,32,26,3,0,3,13,7,8,1,11,0,0,0,4,1,1,0.351648351,3892
2019,"Melky Cabrera","PIT",26,88,85,28,20,5,0,3,8,7,3,1,11,0,0,0,0,1,0,0.329411764,4022
2019,"Dexter Fowler","STL",26,94,80,25,18,6,0,1,12,7,12,0,20,2,0,0,0,1,2,0.3125,4062
2019,"Michael Brantley","HOU",30,129,118,39,27,7,0,5,17,18,9,1,14,1,1,0,4,3,1,0.330508474,4106
2019,"Derek Holland","SFG",6,10,9,1,1,0,0,0,0,0,0,0,6,0,0,1,0,0,0,0.111111111,4141
2019,"Jake Arrieta","PHI",6,15,13,1,1,0,0,0,1,1,0,0,5,0,0,2,0,0,0,0.076923076,4153
2019,"Ryan Zimmerman","WSN",22,86,75,16,10,3,0,3,7,11,10,0,18,0,1,0,1,0,0,0.213333333,4220
2019,"Howie Kendrick","WSN",21,63,51,16,9,3,0,4,11,13,8,0,9,1,3,0,2,0,0,0.31372549,4229
2019,"Matt Wieters","STL",7,13,11,4,4,0,0,0,0,5,0,0,4,1,1,0,0,1,1,0.363636363,4298
2019,"Joey Votto","CIN",27,110,94,23,13,7,0,3,13,5,15,1,28,1,0,0,2,0,0,0.244680851,4314
2019,"Daniel Murphy","COL",8,38,33,8,3,3,0,2,7,5,5,0,2,0,0,0,0,0,0,0.242424242,4316
2019,"Tyler Chatwood","CHC",2,3,3,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0.333333333,4338
2019,"Jeremy Hellickson","WSN",4,8,5,1,1,0,0,0,2,0,1,0,2,0,0,2,0,0,0,0.2,4371
2019,"Erik Kratz","SFG",13,34,30,4,1,2,0,1,1,3,2,0,5,2,0,0,0,0,0,0.133333333,4403
2019,"Starlin Castro","MIA",29,122,113,28,24,1,0,3,11,9,9,0,18,0,0,0,8,1,0,0.24778761,4579
2019,"Russell Martin","LAD",7,27,20,6,4,1,0,1,8,2,5,0,3,1,1,0,0,0,0,0.3,4616
2019,"Curtis Granderson","MIA",26,94,80,15,6,5,0,4,8,11,11,0,32,1,2,0,0,0,2,0.1875,4747
2019,"Felix Hernandez","SEA",1,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4772
2019,"Rich Hill","LAD",1,2,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,4806
2019,"Brian McCann","ATL",12,48,40,13,10,2,0,1,2,8,6,1,4,1,1,0,0,0,0,0.325,4810
2019,"Jarrod Dyson","ARI",19,75,64,20,15,1,1,3,13,8,10,0,12,0,1,0,0,3,1,0.3125,4866
2019,"Mike Moustakas","MIL",26,102,90,24,12,5,0,7,14,15,11,0,21,1,0,0,4,1,0,0.266666666,4892
2019,"Ender Inciarte","ATL",27,101,90,21,15,3,1,2,8,6,9,0,22,1,1,0,0,3,1,0.233333333,4922
2019,"Jon Lester","CHC",4,6,4,2,1,1,0,0,1,2,2,0,2,0,0,0,0,0,0,0.5,4930
2019,"Jason Heyward","CHC",25,101,81,25,19,1,0,5,15,15,17,2,14,1,2,0,6,4,0,0.308641975,4940
2019,"Giancarlo Stanton","NYY",3,15,8,2,2,0,0,0,1,0,7,0,4,0,0,0,0,0,0,0.25,4949
2019,"Asdrubal Cabrera","TEX",23,89,81,19,11,2,0,6,14,19,7,0,21,0,1,0,5,0,0,0.234567901,4962
2019,"Cole Hamels","CHC",4,10,9,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,4972
2019,"Josh Donaldson","ATL",28,119,97,25,12,8,0,5,20,13,21,0,32,1,0,0,4,0,1,0.257731958,5038
2019,"Alex Gordon","KCR",28,124,103,31,16,10,0,5,18,22,12,1,14,6,3,0,2,0,0,0.300970873,5209
2019,"Cameron Maybin","NYY",4,13,11,4,4,0,0,0,2,2,2,0,2,0,0,0,0,0,1,0.363636363,5223
2019,"Justin Turner","LAD",29,124,104,29,25,3,0,1,12,10,15,0,23,3,2,0,6,0,0,0.278846153,5235
2019,"Isaac Galloway","MIA",11,38,38,8,7,1,0,0,5,1,0,0,6,0,0,0,0,2,0,0.210526315,5238
2019,"Robbie Grossman","OAK",23,89,77,17,11,3,0,3,12,8,12,0,17,0,0,0,1,2,1,0.22077922,5254
2019,"Sandy Leon","BOS",5,15,13,2,1,1,0,0,2,2,1,0,3,1,0,0,0,0,0,0.153846153,5273
2019,"Francisco Cervelli","PIT",24,88,80,14,11,2,0,1,9,4,6,0,24,2,0,0,2,0,0,0.175,5275
2019,"Brandon Crawford","SFG",29,112,101,20,18,2,0,0,5,2,10,1,29,1,0,0,1,1,1,0.198019801,5343
2019,"Yangervis Solarte","SFG",24,68,63,15,9,5,0,1,9,7,4,1,12,0,0,1,2,0,0,0.238095238,5352
2019,"Freddie Freeman","ATL",29,133,110,33,21,7,0,5,23,18,21,1,24,2,0,0,1,0,1,0.3,5361
2019,"Michael Pineda","MIN",1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5372
2019,"Juan Lagares","NYM",22,63,55,12,9,2,0,1,9,5,6,0,18,1,0,1,1,2,1,0.218181818,5384
2019,"Pablo Sandoval","SFG",26,46,46,13,3,8,0,2,8,6,0,0,12,0,0,0,1,0,0,0.282608695,5409
2019,"Jose Altuve","HOU",30,128,113,28,16,3,0,9,15,20,14,0,21,0,1,0,4,1,2,0.24778761,5417
2019,"Ji Man Choi","TBR",19,80,67,20,12,6,1,1,10,8,10,0,16,2,1,0,0,1,2,0.298507462,5452
2019,"Jose Pirela","SDP",2,5,5,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,5485
2019,"Austin Romine","NYY",13,47,45,11,9,1,0,1,5,8,1,0,10,0,0,1,2,0,0,0.244444444,5491
2019,"Marwin Gonzalez","MIN",23,86,78,13,10,1,0,2,5,7,8,0,21,0,0,0,0,1,0,0.166666666,5497
2019,"Kyle Higashioka","NYY",4,16,15,3,1,2,0,0,2,1,0,0,6,0,1,0,1,0,0,0.2,5517
2019,"Madison Bumgarner","SFG",6,13,13,3,2,0,0,1,1,2,0,0,7,0,0,0,0,0,0,0.23076923,5524
2019,"Matt Kemp","CIN",20,62,60,12,9,2,0,1,4,5,1,0,19,0,1,0,2,0,0,0.2,5631
2019,"Junior Guerra","MIL",1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5702
2019,"Hernan Perez","MIL",19,56,52,11,7,1,0,3,7,6,4,0,21,0,0,0,1,1,1,0.211538461,5751
2019,"Avisail Garcia","TBR",25,104,97,24,14,5,1,4,12,10,6,1,31,1,0,0,2,2,0,0.24742268,5760
2019,"Wilmer Flores","ARI",26,87,79,19,14,4,0,1,9,7,6,0,8,1,1,0,2,0,0,0.240506329,5827
2019,"Leury Garcia","CHW",23,111,102,29,21,7,0,1,21,11,5,0,28,3,0,1,1,4,0,0.284313725,5913
2019,"Nick Markakis","ATL",29,121,103,34,23,9,0,2,18,18,15,1,16,0,3,0,4,0,0,0.330097087,5930
2019,"Jean Segura","PHI",19,83,76,25,17,5,2,1,15,11,5,0,11,2,0,0,0,1,0,0.328947368,5933
2019,"Jesus Sucre","BAL",20,67,62,13,11,2,0,0,3,3,4,0,13,1,0,0,1,0,0,0.209677419,5942
2019,"Eduardo Escobar","ARI",29,124,109,33,18,9,1,5,17,17,11,0,27,3,1,0,1,0,1,0.302752293,6153
2019,"J.D. Martinez","BOS",28,120,105,34,24,6,0,4,15,15,12,3,17,2,1,0,3,1,0,0.323809523,6184
2019,"Ian Kinsler","SDP",28,91,83,11,6,3,0,2,7,2,8,0,17,0,0,0,2,1,2,0.13253012,6195
2019,"Trevor Cahill","LAA",1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6249
2019,"Chris Archer","PIT",5,10,9,1,1,0,0,0,0,0,0,0,5,0,0,1,0,0,0,0.111111111,6345
2019,"Adam Jones","ARI",28,126,112,32,18,9,0,5,13,18,9,1,18,4,0,0,2,0,1,0.285714285,6368
2019,"Jake Odorizzi","MIN",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6397
2019,"Steve Cishek","CHC",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6483
2019,"Jordy Mercer","DET",14,51,47,11,7,4,0,0,2,2,3,0,11,1,0,0,0,0,0,0.234042553,6547
2019,"Sean Rodriguez","PHI",4,15,13,3,0,2,0,1,2,3,1,0,3,0,0,1,0,0,0,0.23076923,6589
2019,"Freddy Galvis","TOR",26,99,96,30,21,4,0,5,14,12,3,0,21,0,0,0,3,2,1,0.3125,6609
2019,"Brad Brach","CHC",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6627
2019,"JB Shuck","PIT",24,56,46,9,8,0,1,0,3,2,8,0,10,1,0,1,0,1,1,0.195652173,6677
2019,"Julio Teheran","ATL",6,13,13,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,6797
2019,"Eduardo Nunez","BOS",17,46,44,7,6,1,0,0,3,5,1,0,8,0,0,1,4,3,1,0.159090909,6848
2019,"Ian Desmond","COL",27,98,92,18,8,7,0,3,9,13,5,0,26,0,1,0,2,0,0,0.195652173,6885
2019,"Martin Maldonado","KCR",22,83,74,13,9,3,0,1,8,2,6,0,15,2,0,1,3,0,0,0.175675675,6887
2019,"Chase Anderson","MIL",3,5,5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,6895
2019,"Martin Perez","MIN",1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6902
2019,"Yadier Molina","STL",27,114,107,28,18,8,0,2,11,20,5,0,9,0,2,0,5,1,0,0.261682242,7007
2019,"Caleb Joseph","ARI",7,14,14,3,2,1,0,0,2,2,0,0,2,0,0,0,0,0,0,0.214285714,7087
2019,"Logan Forsythe","TEX",22,94,79,22,13,6,0,3,13,14,12,0,22,1,1,0,3,1,0,0.278481012,7185
2019,"Carlos Gonzalez","CLE",12,51,46,12,10,0,0,2,8,5,4,0,12,1,0,0,1,0,0,0.260869565,7287
2019,"J.A. Happ","NYY",2,4,3,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,7410
2019,"Ben Zobrist","CHC",22,82,71,17,16,1,0,0,8,7,10,0,10,0,1,0,4,0,0,0.239436619,7435
2019,"Gio Gonzalez","MIL",1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7448
2019,"Alex Avila","ARI",6,21,15,5,2,1,0,2,5,5,6,1,5,0,0,0,0,0,0,0.333333333,7476
2019,"Neil Walker","MIA",28,88,78,20,13,4,0,3,6,4,9,0,19,1,0,0,4,1,0,0.256410256,7539
2019,"Jordan Lyles","PIT",4,7,6,0,0,0,0,0,1,0,0,0,4,1,0,0,1,0,0,0,7593
2019,"Mark Reynolds","COL",28,67,53,10,6,1,0,3,5,8,10,0,25,2,2,0,1,1,0,0.188679245,7619
2019,"Juan Nicasio","PHI",2,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7731
2019,"Travis d'Arnaud","NYM",9,25,23,2,2,0,0,0,2,2,2,0,5,0,0,0,1,0,0,0.086956521,7739
2019,"Miguel Rojas","MIA",26,96,87,24,18,6,0,0,8,8,7,0,8,1,1,0,5,0,0,0.275862068,7802
2019,"Charlie Blackmon","COL",28,133,122,34,21,7,3,3,14,15,8,0,22,2,1,0,2,2,1,0.278688524,7859
2019,"Jonathan Lucroy","LAA",25,93,86,22,18,2,0,2,12,11,6,0,9,1,0,0,4,0,0,0.255813953,7870
2019,"Eric Sogard","TOR",11,49,43,17,10,4,0,3,8,9,5,0,5,0,0,1,0,2,0,0.395348837,7927
2019,"Tim Beckham","SEA",30,122,110,31,16,9,0,6,19,19,11,0,37,1,0,0,2,1,2,0.281818181,7949
2019,"Jose Martinez","STL",29,82,77,28,22,5,0,1,12,13,4,0,15,0,1,0,3,1,0,0.363636363,7996
2019,"Hanley Ramirez","CLE",16,57,49,9,6,1,0,2,4,8,8,0,17,0,0,0,2,0,0,0.183673469,8001
2019,"Marcus Walden","BOS",1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,8004
2019,"Jason Vargas","NYM",4,9,7,0,0,0,0,0,0,0,0,0,4,0,0,2,0,0,0,0,8044
2019,"Matt Carpenter","STL",28,125,104,21,12,5,1,3,18,5,20,0,31,0,1,0,1,1,1,0.201923076,8090
2019,"Josh Harrison","DET",22,99,90,14,9,4,0,1,7,7,5,0,19,2,2,0,0,2,2,0.155555555,8202
2019,"Dee Strange-Gordon","SEA",30,119,108,33,27,3,1,2,12,17,6,0,18,0,3,2,1,8,1,0.305555555,8203
2019,"Hunter Pence","TEX",17,62,56,17,11,3,0,3,14,13,5,0,10,0,1,0,0,1,1,0.303571428,8252
2019,"Kurt Suzuki","WSN",15,53,48,12,9,1,0,2,4,9,2,0,8,2,1,0,2,0,1,0.25,8259
2019,"Chris Iannetta","COL",10,33,29,6,3,2,0,1,2,2,3,0,14,1,0,0,1,0,0,0.206896551,8267
2019,"Dustin Pedroia","BOS",6,21,20,2,2,0,0,0,1,1,1,0,2,0,0,0,2,0,0,0.1,8370
2019,"Daniel Descalso","CHC",24,86,76,20,13,5,0,2,12,11,10,0,21,0,0,0,0,1,1,0.263157894,8392
2019,"Ehire Adrianza","MIN",14,42,34,6,5,0,0,1,5,2,3,0,6,3,1,0,0,0,0,0.176470588,8418
2019,"Gerardo Parra","SFG",29,96,85,16,12,3,0,1,8,6,8,2,18,2,1,0,0,2,1,0.188235294,8553
2019,"Kendrys Morales","OAK",25,88,74,12,10,1,0,1,5,4,11,0,13,2,1,0,2,0,0,0.162162162,8610
2019,"Elvis Andrus","TEX",27,120,108,39,26,7,1,5,19,20,10,0,23,2,0,0,4,6,1,0.361111111,8709
2019,"Jason Castro","MIN",13,39,31,6,3,1,0,2,7,4,8,0,9,0,0,0,0,0,0,0.193548387,8722
2019,"Tanner Roark","CIN",6,10,10,1,1,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0.1,8753
2019,"Gordon Beckham","DET",13,47,41,9,3,3,0,3,7,4,5,0,18,1,0,0,2,1,0,0.219512195,9015
2019,"Justin Smoak","TOR",25,109,91,24,16,3,0,5,15,18,16,0,24,2,0,0,2,0,0,0.263736263,9054
2019,"Lorenzo Cain","MIL",30,133,121,33,22,8,0,3,22,9,9,0,22,2,1,0,5,3,2,0.272727272,9077
2019,"Khris Davis","OAK",31,130,119,26,14,2,0,10,14,23,10,2,35,1,0,0,2,0,0,0.218487394,9112
2019,"Tyler Flowers","ATL",16,59,53,18,14,0,1,3,7,4,4,0,18,2,0,0,0,0,0,0.339622641,9134
2019,"Buster Posey","SFG",26,97,88,22,11,10,0,1,7,9,8,0,16,0,1,0,2,0,0,0.25,9166
2019,"Paul Goldschmidt","STL",29,132,116,30,18,3,0,9,22,19,15,1,34,1,0,0,1,0,0,0.258620689,9218
2019,"Starling Marte","PIT",17,80,75,15,7,4,1,3,9,11,2,0,16,2,0,1,3,3,1,0.2,9241
2019,"Keon Broxton","NYM",18,45,41,6,6,0,0,0,4,2,4,0,19,0,0,0,0,4,1,0.146341463,9253
2019,"AJ Pollock","LAD",28,115,103,23,17,3,1,2,15,14,9,1,23,1,2,0,3,0,1,0.22330097,9256
2019,"Chris Davis","BAL",22,75,68,12,6,3,0,3,6,13,6,1,28,1,0,0,1,0,0,0.176470588,9272
2019,"Josh Phegley","OAK",21,68,65,17,9,5,0,3,14,13,2,0,14,1,0,0,1,0,0,0.261538461,9308
2019,"Patrick Corbin","WSN",6,13,10,3,3,0,0,0,1,2,1,0,6,0,0,2,0,0,0,0.3,9323
2019,"Brock Holt","BOS",5,19,16,1,1,0,0,0,0,1,2,0,7,1,0,0,0,0,0,0.0625,9345
2019,"Evan Longoria","SFG",29,109,104,22,12,6,1,3,9,11,4,0,23,1,0,0,2,1,0,0.211538461,9368
2019,"Matt Adams","WSN",25,54,51,14,6,5,0,3,6,13,2,0,19,0,1,0,1,0,0,0.274509803,9393
2019,"David Freese","LAD",24,53,43,10,4,4,0,2,8,8,10,0,10,0,0,0,1,0,0,0.232558139,9549
2019,"Yan Gomes","WSN",19,70,63,16,12,2,0,2,6,8,6,0,20,1,0,0,1,0,0,0.253968253,9627
2019,"Justin Bour","LAA",23,91,80,14,8,3,0,3,7,13,10,0,25,1,0,0,5,0,0,0.175,9744
2019,"Joe Kelly","LAD",2,2,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,9761
2019,"Christian Vazquez","BOS",22,79,72,16,9,3,0,4,12,13,6,2,15,0,1,0,2,1,1,0.222222222,9774
2019,"Jason Kipnis","CLE",12,50,45,9,8,1,0,0,2,3,5,0,8,0,0,0,0,1,0,0.2,9776
2019,"Nolan Arenado","COL",29,129,118,32,18,7,1,6,20,21,9,1,11,0,2,0,2,1,1,0.27118644,9777
2019,"Miles Mikolas","STL",6,12,11,2,2,0,0,0,0,2,0,0,5,0,0,1,0,0,0,0.181818181,9803
2019,"Brian Dozier","WSN",26,101,87,16,11,1,0,4,10,6,13,0,29,1,0,0,3,1,1,0.183908045,9810
2019,"Andrew McCutchen","PHI",29,131,108,26,14,6,1,5,24,10,23,0,32,0,0,0,0,1,0,0.24074074,9847
2019,"DJ LeMahieu","NYY",27,113,100,31,21,9,0,1,18,15,8,0,15,2,3,0,0,2,0,0.31,9874
2019,"Jay Bruce","SEA",26,103,91,17,4,4,0,9,15,17,10,0,33,1,1,0,0,0,0,0.186813186,9892
2019,"Brett Gardner","NYY",28,120,104,23,13,4,1,5,16,11,14,0,13,2,0,0,1,3,1,0.221153846,9927
2019,"Steve Pearce","BOS",13,43,39,4,3,1,0,0,2,1,2,0,17,1,0,0,3,0,0,0.102564102,9957
2019,"Mike Minor","TEX",1,3,2,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,10021
2019,"Chris Owings","KCR",27,104,96,15,9,3,1,2,8,8,8,0,34,0,0,0,1,4,1,0.15625,10030
2019,"Wil Myers","SDP",29,107,101,25,15,5,0,5,13,11,6,0,39,0,0,0,5,2,2,0.247524752,10047
2019,"Max Stassi","HOU",9,30,29,3,2,0,0,1,1,2,1,0,11,0,0,0,0,0,0,0.103448275,10059
2019,"Jonathan Villar","BAL",30,135,122,32,22,6,1,3,19,10,11,0,23,1,0,1,3,6,1,0.262295081,10071
2019,"Kyle Gibson","MIN",1,2,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,10123
2019,"Stephen Strasburg","WSN",6,12,11,1,0,1,0,0,0,1,1,0,4,0,0,0,0,0,0,0.09090909,10131
2019,"Mike Trout","LAA",27,119,85,25,14,5,0,6,19,16,29,7,14,4,1,0,3,4,1,0.294117647,10155
2019,"Tyler Skaggs","LAA",1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,10190
2019,"Billy Hamilton","KCR",23,84,74,16,13,1,2,0,12,3,9,0,19,0,1,0,1,8,3,0.216216216,10199
2019,"Tucker Barnhart","CIN",24,78,67,14,10,2,0,2,8,5,10,1,19,0,0,1,1,0,0,0.208955223,10200
2019,"Jose Iglesias","CIN",26,84,79,24,19,4,0,1,9,6,4,2,12,1,0,0,1,0,2,0.303797468,10231
2019,"Randal Grichuk","TOR",29,119,110,27,16,7,0,4,16,11,8,0,34,1,0,0,4,0,0,0.245454545,10243
2019,"Brandon Belt","SFG",30,114,97,23,10,6,2,5,13,12,15,0,27,2,0,0,1,1,1,0.237113402,10264
2019,"Zack Wheeler","NYM",6,13,13,4,2,1,0,1,3,3,0,0,5,0,0,0,0,0,0,0.307692307,10310
2019,"Danny Santana","TEX",15,63,59,20,13,4,1,2,13,9,1,0,16,1,1,0,0,5,1,0.33898305,10322
2019,"Marcell Ozuna","STL",27,114,100,26,11,5,0,10,24,28,13,2,25,1,0,0,5,3,0,0.26,10324
2019,"John Ryan Murphy","ARI",15,41,36,8,4,1,0,3,7,4,5,0,13,0,0,0,0,0,0,0.222222222,10346
2019,"Domingo Santana","SEA",31,146,130,38,25,7,0,6,16,30,14,0,38,0,1,0,5,4,0,0.292307692,10348
2019,"Enrique Hernandez","LAD",30,111,97,25,14,4,1,6,16,17,13,1,26,0,1,0,0,0,0,0.257731958,10472
2019,"Rocky Gale","LAD",4,14,14,2,2,0,0,0,1,0,0,0,7,0,0,0,1,0,0,0.142857142,10533
2019,"Derek Dietrich","CIN",28,65,54,11,4,1,1,5,8,14,6,1,13,4,1,0,0,0,1,0.203703703,10542
2019,"Cesar Hernandez","PHI",28,121,109,29,20,6,1,2,14,9,11,1,16,0,1,0,3,2,0,0.266055045,10556
2019,"Chad Bettis","COL",3,4,2,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,10587
2019,"David Freitas","SEA",1,4,2,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,10619
2019,"Gio Urshela","NYY",19,66,58,20,13,6,0,1,8,6,5,0,9,2,1,0,2,1,0,0.344827586,10681
2019,"Corey Dickerson","PIT",4,16,13,2,0,1,0,1,1,2,3,0,3,0,0,0,1,0,0,0.153846153,10762
2019,"Tyler Saladino","MIL",2,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,10807
2019,"Mike Foltynewicz","ATL",1,3,3,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,10811
2019,"Jurickson Profar","OAK",28,112,103,17,11,3,1,2,10,13,7,0,16,1,1,0,3,3,0,0.165048543,10815
2019,"Jedd Gyorko","STL",15,22,20,2,2,0,0,0,2,1,2,0,10,0,0,0,0,0,0,0.1,10816
2019,"Andrelton Simmons","LAA",29,124,121,35,22,10,0,3,14,16,3,0,11,0,0,0,7,3,1,0.289256198,10847
2019,"Greg Garcia","SDP",18,35,28,6,3,2,0,1,6,2,6,0,6,0,1,0,0,0,0,0.214285714,10951
