Season,Name,Tm,G,PA,AB,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,playerId
2019,"Phil Gosselin","PHI",9,22,22,5,4,1,0,0,1,4,0,0,5,0,0,0,1,0,0,0.227272727,10953
2019,"Jacob deGrom","NYM",5,9,9,1,0,0,0,1,1,1,0,0,4,0,0,0,0,0,0,0.111111111,10954
2019,"Kevin Kiermaier","TBR",26,103,94,25,14,6,3,2,16,11,7,1,22,1,1,0,1,3,2,0.265957446,11038
2019,"Merrill Kelly","ARI",5,11,8,0,0,0,0,0,1,0,1,0,2,0,0,2,0,0,0,0,11156
2019,"Vince Velasquez","PHI",5,9,7,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0.142857142,11189
2019,"Kole Calhoun","LAA",28,121,108,21,9,5,0,7,17,16,13,1,31,0,0,0,0,0,1,0.194444444,11200
2019,"Adam Eaton","WSN",27,126,115,34,27,4,1,2,18,9,9,0,25,2,0,0,1,4,1,0.295652173,11205
2019,"Mike Freeman","CLE",8,19,14,3,3,0,0,0,1,3,3,0,6,0,1,1,0,0,0,0.214285714,11241
2019,"Jonathan Schoop","MIN",25,96,90,24,12,8,0,4,14,11,3,0,20,3,0,0,2,0,0,0.266666666,11265
2019,"Aaron Altherr","PHI",18,28,27,1,0,1,0,0,1,1,1,0,8,0,0,0,1,0,0,0.037037037,11270
2019,"Whit Merrifield","KCR",29,130,118,34,22,5,3,4,22,11,11,2,20,0,1,0,2,5,2,0.288135593,11281
2019,"Jake Marisnick","HOU",17,49,45,12,7,3,0,2,10,5,3,0,14,1,0,0,1,1,2,0.266666666,11339
2019,"Jesus Aguilar","MIL",27,92,80,13,8,2,0,3,8,12,9,0,21,0,1,0,5,0,0,0.1625,11342
2019,"Yasmani Grandal","MIL",27,104,92,26,18,2,0,6,16,12,10,0,23,1,1,0,1,3,0,0.282608695,11368
2019,"Delino DeShields","TEX",22,91,73,14,9,3,1,1,8,10,15,0,18,1,0,2,3,7,1,0.191780821,11379
2019,"Jose Quintana","CHC",5,12,12,1,1,0,0,0,1,0,0,0,8,0,0,0,0,0,0,0.083333333,11423
2019,"Drew Pomeranz","SFG",5,6,6,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,11426
2019,"Gary Sanchez","NYY",16,67,60,14,4,2,0,8,10,18,5,0,18,2,0,0,0,0,0,0.233333333,11442
2019,"Mark Canha","OAK",18,53,40,8,5,1,0,2,8,4,11,0,13,1,1,0,0,0,0,0.2,11445
2019,"Tony Wolters","COL",21,69,60,16,10,6,0,0,4,5,8,3,10,0,1,0,1,0,0,0.266666666,11470
2019,"Odubel Herrera","PHI",17,69,63,17,12,4,0,1,7,7,5,0,12,0,1,0,0,0,1,0.269841269,11476
2019,"Christian Yelich","MIL",29,124,102,36,18,4,0,14,26,34,20,6,20,1,1,0,0,6,0,0.352941176,11477
2019,"Robbie Ray","ARI",6,12,12,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,11486
2019,"Michael A. Taylor","WSN",10,20,15,3,2,1,0,0,2,0,4,0,10,0,0,1,0,1,0,0.2,11489
2019,"Manny Machado","SDP",29,120,106,25,19,2,0,4,14,12,12,0,30,2,0,0,5,1,0,0.235849056,11493
2019,"Bryce Harper","PHI",29,129,104,25,11,8,0,6,17,20,23,4,38,2,0,0,1,1,0,0.240384615,11579
2019,"Jose Urena","MIA",7,9,8,0,0,0,0,0,1,0,0,0,7,0,0,1,1,0,0,0,11589
2019,"Yolmer Sanchez","CHW",20,72,64,15,13,2,0,0,7,3,7,0,19,0,1,0,0,1,1,0.234375,11602
2019,"Willson Contreras","CHC",24,98,80,23,10,6,0,7,17,17,13,1,28,5,0,0,2,1,2,0.2875,11609
2019,"Rosell Herrera","MIA",25,58,54,8,6,2,0,0,4,3,3,0,11,1,0,0,2,3,1,0.148148148,11611
2019,"Brandon Drury","TOR",26,106,100,22,11,5,1,5,11,9,5,0,37,1,0,0,1,0,0,0.22,11615
2019,"Jameson Taillon","PIT",5,11,8,2,2,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0.25,11674
2019,"Elias Diaz","PIT",5,16,16,2,1,1,0,0,1,1,0,0,2,0,0,0,0,0,0,0.125,11680
2019,"Nick Castellanos","DET",24,109,99,27,14,10,1,2,15,8,9,0,31,0,1,0,0,1,0,0.272727272,11737
2019,"J.T. Realmuto","PHI",28,114,100,28,20,4,0,4,18,18,9,1,24,3,2,0,3,0,1,0.28,11739
2019,"Drew Robinson","STL",5,7,7,1,1,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0.142857142,11761
2019,"Noah Syndergaard","NYM",6,14,11,1,0,0,0,1,3,1,2,0,8,0,0,1,0,0,0,0.09090909,11762
2019,"James Paxton","NYY",1,3,2,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,11828
2019,"Leonys Martin","CLE",27,120,104,23,14,4,0,5,16,8,11,0,36,4,0,1,1,1,2,0.221153846,11846
2019,"Tyler Austin","2 Tms",12,34,28,8,7,1,0,0,6,1,6,0,15,0,0,0,0,0,0,0.285714285,11850
2019,"Ronny Rodriguez","DET",8,32,29,8,1,4,1,2,6,4,2,0,8,0,1,0,1,1,1,0.275862068,11875
2019,"Noel Cuevas","COL",1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11894
2019,"Joc Pederson","LAD",29,110,92,22,9,1,2,10,22,18,12,0,21,5,1,0,1,0,0,0.239130434,11899
2019,"Hanser Alberto","BAL",20,74,71,23,21,1,0,1,2,7,2,0,8,0,1,0,0,1,0,0.323943661,11902
2019,"Joe Panik","SFG",26,94,84,17,13,3,0,1,6,7,8,0,11,1,1,0,2,0,1,0.202380952,11936
2019,"Travis Shaw","MIL",29,110,98,19,12,3,0,4,10,8,10,2,38,2,0,0,3,0,0,0.193877551,11982
2019,"Matt Andriese","ARI",2,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,12022
2019,"Jon Berti","MIA",8,23,19,3,3,0,0,0,3,2,3,0,7,0,1,0,0,0,0,0.157894736,12037
2019,"Kyle Hendricks","CHC",5,11,10,1,1,0,0,0,1,0,1,0,6,0,0,0,0,0,0,0.1,12049
2019,"Felipe Vazquez","PIT",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12076
2019,"Niko Goodrum","DET",25,98,80,19,8,8,0,3,12,11,17,0,22,0,1,0,0,3,1,0.2375,12092
2019,"Max Kepler","MIN",23,102,90,25,13,5,0,7,15,16,11,0,18,0,1,0,2,0,2,0.277777777,12144
2019,"Nick Ahmed","ARI",30,122,112,29,18,8,1,2,18,13,8,1,25,0,2,0,5,2,0,0.258928571,12147
2019,"Eddie Rosario","MIN",27,112,105,25,9,5,0,11,20,24,7,0,18,0,0,0,4,0,0,0.238095238,12155
2019,"Austin Barnes","LAD",24,87,73,15,9,3,0,3,13,10,12,1,16,1,1,0,3,1,0,0.205479452,12158
2019,"Ben Gamel","MIL",25,65,55,15,9,5,0,1,10,4,9,1,20,1,0,0,0,1,1,0.272727272,12160
2019,"Xander Bogaerts","BOS",29,123,107,29,16,9,0,4,18,16,15,0,26,0,1,0,2,0,0,0.271028037,12161
2019,"Maikel Franco","PHI",29,118,103,26,14,5,0,7,15,22,14,8,12,0,1,0,5,0,0,0.252427184,12179
2019,"Jorge Alfaro","MIA",22,83,77,22,17,0,0,5,9,9,3,0,31,3,0,0,1,0,2,0.285714285,12180
2019,"Cody Allen","LAA",1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,12183
2019,"Scott Schebler","CIN",27,88,74,10,6,2,0,2,11,7,14,0,26,0,0,0,2,0,1,0.135135135,12225
2019,"Rougned Odor","TEX",16,69,62,9,6,2,0,1,10,5,6,0,26,1,0,0,0,2,3,0.14516129,12282
2019,"Kevan Smith","LAA",14,47,41,11,7,3,0,1,7,3,4,0,6,2,0,0,3,0,0,0.268292682,12284
2019,"Tommy La Stella","LAA",27,90,76,19,11,1,0,7,15,18,10,0,5,2,0,0,3,0,0,0.25,12371
2019,"Kevin Pillar","2 Tms",30,111,103,21,13,3,0,5,13,19,4,1,19,1,3,0,2,3,0,0.203883495,12434
2019,"Curt Casali","CIN",17,41,38,11,6,5,0,0,3,5,3,0,12,0,0,0,0,0,0,0.289473684,12510
2019,"Kolten Wong","STL",29,113,92,25,16,4,1,4,14,15,16,3,17,4,1,0,0,5,0,0.27173913,12532
2019,"Marcus Semien","OAK",32,139,122,38,26,8,0,4,21,16,16,1,18,0,1,0,4,1,2,0.311475409,12533
2019,"Drew Gagnon","NYM",1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,12545
2019,"C.J. Cron","MIN",24,88,82,19,11,3,0,5,9,14,5,0,18,1,0,0,1,0,0,0.231707317,12546
2019,"John Hicks","DET",14,54,49,15,9,5,0,1,2,4,5,0,13,0,0,0,1,1,0,0.306122448,12547
2019,"Eugenio Suarez","CIN",29,115,100,23,11,5,0,7,11,16,13,1,27,1,1,0,3,0,1,0.23,12552
2019,"Trevor Story","COL",30,131,118,33,20,5,1,7,22,19,9,0,33,3,1,0,1,6,2,0.279661016,12564
2019,"Jerad Eickhoff","PHI",3,5,3,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,12664
2019,"Trevor Bauer","CLE",1,3,2,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,12703
2019,"Adrian Houser","MIL",1,2,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,12718
2019,"Sonny Gray","CIN",5,9,7,1,1,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0.142857142,12768
2019,"Brad Miller","CLE",13,40,36,9,5,3,0,1,4,4,4,0,10,0,0,0,0,1,0,0.25,12775
2019,"Taylor Davis","CHC",2,5,5,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,12782
2019,"George Springer","HOU",30,135,117,32,16,7,0,9,21,24,16,0,35,1,1,0,2,3,1,0.273504273,12856
2019,"Brian Goodwin","LAA",26,95,80,27,17,5,1,4,19,11,12,1,20,1,1,1,1,0,0,0.3375,12858
2019,"James McCann","CHW",14,60,56,20,14,4,0,2,9,5,4,0,13,0,0,0,1,2,0,0.357142857,12859
2019,"Anthony Rendon","WSN",20,86,73,26,10,10,0,6,21,18,9,1,15,3,1,0,3,0,0,0.356164383,12861
2019,"Matt Barnes","BOS",1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,12863
2019,"Tyler Anderson","COL",4,6,5,1,1,0,0,0,1,0,0,0,3,0,0,1,0,0,0,0.2,12880
2019,"Gregory Polanco","PIT",7,29,26,7,6,1,0,0,2,0,3,0,6,0,0,0,1,0,0,0.269230769,12907
2019,"Francisco Lindor","CLE",9,38,37,9,6,0,0,3,6,6,0,0,9,0,1,0,1,1,0,0.243243243,12916
2019,"Alen Hanson","TOR",17,45,40,7,7,0,0,0,5,4,3,1,16,1,1,0,0,1,0,0.175,12926
2019,"Brandon Nimmo","NYM",27,105,86,20,13,4,0,3,17,9,15,1,36,3,0,1,0,1,0,0.232558139,12927
2019,"Socrates Brito","TOR",11,34,30,2,1,0,1,0,4,2,4,0,14,0,0,0,1,0,0,0.066666666,12944
2019,"Joe Musgrove","PIT",5,10,8,0,0,0,0,0,0,0,1,0,6,0,0,1,0,0,0,0,12970
2019,"Austin Hedges","SDP",19,68,63,11,6,1,0,4,5,9,3,1,17,2,0,0,2,0,0,0.174603174,12976
2019,"Michael Perez","TBR",12,41,35,9,5,4,0,0,6,2,6,0,15,0,0,0,0,0,0,0.257142857,12977
2019,"Javier Baez","CHC",27,123,116,35,18,7,1,9,23,22,7,2,33,0,0,0,1,2,1,0.301724137,12979
2019,"Cam Gallagher","KCR",7,27,26,4,4,0,0,0,2,2,1,0,3,0,0,0,1,0,0,0.153846153,12981
2019,"Jackie Bradley Jr.","BOS",26,99,88,13,10,3,0,0,5,5,9,0,30,0,1,1,3,3,0,0.147727272,12984
2019,"Mitch Walding","PHI",2,2,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,13006
2019,"Anthony DeSclafani","CIN",5,8,7,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,13050
2019,"Teoscar Hernandez","TOR",28,103,92,20,14,3,1,2,12,13,10,1,27,0,1,0,1,2,1,0.217391304,13066
2019,"Yu Darvish","CHC",5,10,10,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,13074
2019,"Mikie Mahtook","DET",7,25,23,0,0,0,0,0,0,0,2,0,11,0,0,0,0,0,0,0,13130
2019,"Josh Bell","PIT",27,113,98,28,12,8,2,6,16,21,12,1,27,1,2,0,1,0,1,0.285714285,13145
2019,"Jorge Polanco","MIN",26,113,100,32,17,7,3,5,15,10,11,0,18,1,1,0,1,0,1,0.32,13152
2019,"Nicky Delmonico","CHW",4,11,10,2,1,1,0,0,1,1,1,0,3,0,0,0,1,0,0,0.2,13157
2019,"Blake Swihart","2 Tms",18,42,38,7,5,1,0,1,5,6,3,0,12,1,0,0,1,0,0,0.184210526,13176
2019,"Zach Davies","MIL",6,13,12,1,1,0,0,0,0,0,1,0,7,0,0,0,0,0,0,0.083333333,13183
2019,"Orlando Arcia","MIL",29,105,98,23,16,2,1,4,12,11,7,2,24,0,0,0,4,0,0,0.234693877,13185
2019,"Michael Reed","SFG",4,8,8,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,13228
2019,"Mike Zunino","TBR",19,70,67,15,7,5,1,2,7,12,3,0,18,0,0,0,1,0,0,0.223880597,13265
2019,"Ross Stripling","LAD",6,13,10,1,1,0,0,0,1,0,1,0,4,0,0,2,1,0,0,0.1,13273
2019,"Joey Rickard","BAL",26,95,86,17,9,4,2,2,9,6,8,0,25,1,0,0,0,1,2,0.197674418,13277
2019,"Peter O'Brien","MIA",9,30,27,3,2,0,0,1,1,2,3,0,14,0,0,0,1,0,0,0.111111111,13288
2019,"Max Muncy","LAD",31,110,93,23,14,3,1,5,11,17,15,1,32,0,2,0,1,0,0,0.247311827,13301
2019,"Ildemaro Vargas","ARI",19,40,40,8,4,3,0,1,6,4,0,0,7,0,0,0,2,1,0,0.2,13324
2019,"Jake Lamb","ARI",5,18,15,4,3,1,0,0,1,2,3,1,6,0,0,0,0,0,0,0.266666666,13329
2019,"Omar Narvaez","SEA",26,101,86,25,18,2,0,5,20,13,13,0,20,1,1,0,0,0,0,0.290697674,13338
2019,"Luis Cessa","NYY",1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,13345
2019,"Luke Maile","TOR",12,38,34,5,3,1,0,1,3,2,3,0,11,0,0,1,0,0,0,0.147058823,13355
2019,"Tyler Naquin","CLE",22,73,70,18,12,5,0,1,7,7,3,1,21,0,0,0,1,3,0,0.257142857,13359
2019,"Steven Matz","NYM",5,10,9,1,1,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0.111111111,13361
2019,"Stephen Piscotty","OAK",31,136,121,31,21,5,1,4,14,14,14,0,31,0,1,0,2,1,0,0.256198347,13367
2019,"Erik Gonzalez","PIT",16,59,51,11,8,2,1,0,2,2,6,3,13,0,0,2,1,3,0,0.215686274,13369
2019,"Christian Walker","ARI",28,113,101,31,14,10,0,7,16,15,12,1,33,0,0,0,0,3,0,0.306930693,13419
2019,"Matt Koch","ARI",4,6,6,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,13420
2019,"Dwight Smith Jr.","BAL",27,114,105,29,17,7,0,5,19,19,7,0,20,1,1,0,3,3,0,0.276190476,13473
2019,"Tom Murphy","SEA",8,30,27,10,5,3,0,2,3,4,3,0,11,0,0,0,0,0,0,0.37037037,13499
2019,"Jose Ramirez","CLE",28,121,105,19,13,4,0,2,13,9,13,1,17,2,1,0,2,9,0,0.18095238,13510
2019,"Roman Quinn","PHI",7,27,25,3,3,0,0,0,1,1,2,0,14,0,0,0,0,0,0,0.12,13546
2019,"Jesse Winker","CIN",29,103,92,21,11,2,0,8,17,13,10,1,19,1,0,0,2,0,1,0.228260869,13590
2019,"Jose Peraza","CIN",27,92,89,18,13,3,0,2,9,7,2,0,19,1,0,0,3,4,1,0.202247191,13593
2019,"Patrick Wisdom","TEX",9,28,26,4,3,1,0,0,1,1,1,0,15,0,0,1,0,0,0,0.153846153,13602
2019,"Mallex Smith","SEA",27,110,97,16,12,1,2,1,15,5,11,0,33,1,1,0,0,8,1,0.164948453,13608
2019,"Mookie Betts","BOS",29,132,112,33,19,8,0,6,22,15,18,3,19,1,1,0,3,1,0,0.294642857,13611
2019,"Ketel Marte","ARI",29,125,116,29,16,5,2,6,15,21,8,0,24,0,1,0,2,3,0,0.25,13613
2019,"Carson Kelly","ARI",17,53,51,10,3,7,0,0,3,6,1,0,13,1,0,0,2,0,0,0.196078431,13620
2019,"Jeimer Candelario","DET",26,114,99,22,16,5,1,0,13,5,14,1,30,1,0,0,0,1,1,0.222222222,13621
2019,"Corey Seager","LAD",31,126,110,26,16,8,0,2,18,9,15,1,27,1,0,0,2,0,0,0.236363636,13624
2019,"Terrance Gore","KCR",9,17,16,7,5,1,1,0,5,1,1,0,5,0,0,0,0,4,3,0.4375,13658
2019,"Corey Oswalt","NYM",2,3,1,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,13677
2019,"John Gant","STL",1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,13684
2019,"Robert Gsellman","NYM",1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,13696
2019,"Jacob Stallings","PIT",4,11,11,3,3,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0.272727272,13723
2019,"Max Fried","ATL",4,9,7,1,1,0,0,0,1,0,0,0,2,0,0,2,0,0,0,0.142857142,13743
2019,"David Dahl","COL",22,89,81,26,14,8,2,2,11,8,6,0,28,0,1,1,3,0,2,0.320987654,13744
2019,"Tomas Nido","NYM",3,7,7,1,0,1,0,0,0,2,0,0,2,0,0,0,0,0,0,0.142857142,13755
2019,"Chris Taylor","LAD",31,80,70,12,8,3,0,1,4,9,8,0,21,1,1,0,1,1,0,0.171428571,13757
2019,"Chris Stratton","LAA",1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,13761
2019,"Adalberto Mondesi","KCR",28,126,115,33,19,6,5,3,16,24,6,0,34,0,4,1,3,8,1,0.286956521,13769
2019,"Zach Eflin","PHI",6,11,11,1,1,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0.09090909,13774
2019,"Eric Stamets","CLE",14,48,41,2,1,1,0,0,4,2,5,0,24,0,1,1,2,0,0,0.048780487,13795
2019,"Matt Strahm","SDP",4,8,8,2,1,1,0,0,0,0,0,0,6,0,0,0,0,0,0,0.25,13799
2019,"Kevin Plawecki","CLE",11,33,27,6,2,3,0,1,3,1,6,0,6,0,0,0,1,0,0,0.222222222,13807
2019,"Joey Wendle","TBR",7,25,22,3,2,1,0,0,0,2,0,0,6,3,0,0,0,0,0,0.136363636,13853
2019,"Paul Sewald","NYM",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13892
2019,"Chris Flexen","NYM",1,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,13896
2019,"Michael Wacha","STL",5,10,8,0,0,0,0,0,0,0,0,0,6,0,0,2,0,0,0,0,14078
2019,"Rio Ruiz","BAL",29,106,92,21,17,2,0,2,8,10,13,0,23,0,1,0,4,0,0,0.228260869,14103
2019,"Kevin Gausman","ATL",5,11,11,1,1,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0.09090909,14107
2019,"Albert Almora Jr.","CHC",22,76,69,18,16,1,0,1,7,6,5,2,13,1,0,1,2,2,0,0.260869565,14109
2019,"Joey Gallo","TEX",25,109,87,23,8,4,1,10,20,25,21,1,38,0,1,0,0,0,0,0.264367816,14128
2019,"Daniel Vogelbach","SEA",25,93,71,22,8,6,0,8,15,16,20,0,20,1,1,0,1,0,0,0.309859154,14130
2019,"Greg Bird","NYY",10,41,35,6,5,0,0,1,6,1,6,0,16,0,0,0,1,0,0,0.171428571,14131
2019,"Jose Rondon","CHW",13,43,41,11,7,2,0,2,4,4,2,0,12,0,0,0,1,0,0,0.268292682,14140
2019,"Daniel Robertson","TBR",24,88,78,14,10,3,0,1,7,9,10,0,25,0,0,0,3,1,0,0.179487179,14145
2019,"Byron Buxton","MIN",25,86,80,20,6,12,1,1,12,10,5,1,22,1,0,0,1,6,1,0.25,14161
2019,"Carlos Correa","HOU",27,116,104,31,16,9,0,6,12,18,10,0,31,1,1,0,3,1,0,0.298076923,14162
2019,"Jose Berrios","MIN",1,2,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,14168
2019,"Josh Hader","MIL",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14212
2019,"Jorge Soler","KCR",29,120,110,25,11,7,0,7,12,17,9,0,45,0,1,0,2,0,1,0.227272727,14221
2019,"Yasiel Puig","CIN",27,106,99,19,11,4,0,4,8,15,5,0,27,0,2,0,2,3,1,0.191919191,14225
2019,"Mitch Haniger","SEA",29,142,123,30,11,11,1,7,28,19,13,0,37,4,2,0,1,3,0,0.243902439,14274
2019,"Wilmer Difo","WSN",23,82,73,18,14,2,0,2,10,6,8,2,17,0,0,1,2,0,0,0.246575342,14320
2019,"Anthony Alford","TOR",1,3,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,14329
2019,"Nick Williams","PHI",26,40,36,6,3,2,0,1,3,4,2,0,12,2,0,0,1,0,0,0.166666666,14330
2019,"Matt Olson","OAK",2,6,5,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0.2,14344
2019,"Raimel Tapia","COL",28,72,68,18,8,4,3,3,4,10,4,0,22,0,0,0,0,0,2,0.264705882,14350
2019,"Lewis Brinson","MIA",26,82,76,15,10,5,0,0,4,4,2,0,28,3,0,1,2,0,1,0.197368421,14352
2019,"Ty Blach","SFG",1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,14361
2019,"Tyler Glasnow","TBR",1,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,14374
2019,"Ronald Guzman","TEX",8,28,26,6,0,4,0,2,4,4,2,0,10,0,0,0,2,0,1,0.23076923,14388
2019,"Hyun Jin Ryu","LAD",6,11,7,0,0,0,0,0,1,0,2,0,5,0,0,2,0,0,0,0,14444
2019,"Jake Cave","MIN",13,38,34,7,6,1,0,0,1,3,4,0,9,0,0,0,1,0,0,0.205882352,14477
2019,"Renato Nunez","BAL",29,117,109,29,18,5,0,6,17,18,7,1,32,1,0,0,2,0,1,0.266055045,14503
2019,"Randy Rosario","CHC",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14508
2019,"Dereck Rodriguez","SFG",7,13,13,3,3,0,0,0,1,0,0,0,7,0,0,0,0,0,0,0.23076923,14509
2019,"Pedro Severino","BAL",14,47,42,11,6,1,0,4,5,8,4,0,10,1,0,0,0,0,0,0.261904761,14523
2019,"Nomar Mazara","TEX",25,108,99,24,13,5,1,5,16,20,6,0,20,3,0,0,3,0,0,0.242424242,14553
2019,"Max Moroff","CLE",14,34,31,4,2,1,0,1,3,4,2,0,16,0,0,1,0,1,0,0.129032258,14556
2019,"Franmil Reyes","SDP",30,91,82,19,8,3,0,8,9,14,7,0,20,0,2,0,1,0,0,0.231707317,14566
2019,"Franchy Cordero","SDP",9,20,15,5,4,1,0,0,2,1,4,0,7,0,1,0,0,1,0,0.333333333,14567
2019,"David Bote","CHC",24,74,65,18,9,6,0,3,11,14,7,0,15,2,0,0,1,0,0,0.276923076,14593
2019,"Tzu-Wei Lin","BOS",7,17,16,2,1,1,0,0,2,0,1,0,5,0,0,0,0,1,0,0.125,14678
2019,"Harold Castro","DET",1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,14691
2019,"Manuel Margot","SDP",27,84,83,21,14,5,0,2,9,9,1,0,17,0,0,0,0,1,0,0.253012048,14712
2019,"Phillip Ervin","CIN",7,13,10,2,1,0,1,0,1,1,3,0,5,0,0,0,0,0,1,0.2,14738
2019,"Julio Urias","LAD",4,7,3,1,1,0,0,0,0,1,0,0,1,0,0,4,0,0,0,0.333333333,14765
2019,"Luke Voit","NYY",29,130,109,30,19,3,0,8,21,25,18,0,31,3,0,0,4,0,0,0.275229357,14811
2019,"Kyle Farmer","CIN",17,29,25,5,2,0,0,3,3,8,2,0,6,1,1,0,0,0,1,0.2,14813
2019,"JaCoby Jones","DET",15,56,51,7,5,1,0,1,4,1,2,0,19,3,0,0,2,1,0,0.137254901,14818
2019,"Michael Lorenzen","CIN",7,8,7,1,0,1,0,0,2,1,1,0,3,0,0,0,1,0,0,0.142857142,14843
2019,"Zack Godley","ARI",6,12,11,3,3,0,0,0,2,1,1,0,5,0,0,0,0,0,0,0.272727272,14862
2019,"Caleb Smith","MIA",5,10,9,1,1,0,0,0,0,1,0,0,4,0,0,1,0,0,0,0.111111111,14875
2019,"Pat Valaika","COL",14,31,27,2,1,1,0,0,3,0,4,0,13,0,0,0,0,0,0,0.074074074,14885
2019,"Tony Kemp","HOU",16,45,39,7,5,0,0,2,7,3,4,0,8,1,0,1,1,1,0,0.179487179,14894
2019,"Daniel Palka","CHW",13,42,35,1,1,0,0,0,0,2,6,0,15,1,0,0,2,0,0,0.028571428,14897
2019,"Jon Gray","COL",7,14,12,1,1,0,0,0,0,0,0,0,8,0,0,2,0,0,0,0.083333333,14916
2019,"Andrew Knapp","PHI",15,29,23,4,2,2,0,0,1,0,6,0,10,0,0,0,0,0,0,0.173913043,14942
2019,"Johan Camargo","ATL",24,71,65,15,9,4,1,1,8,10,6,1,13,0,0,0,2,1,0,0.23076923,14950
2019,"Victor Caratini","CHC",6,17,14,8,4,3,0,1,4,5,3,0,4,0,0,0,0,0,0,0.571428571,14968
2019,"Giovanny Gallegos","STL",2,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,14986
2019,"German Marquez","COL",7,14,13,1,1,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0.076923076,15038
2019,"Yency Almonte","COL",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15068
2019,"Adam Engel","CHW",18,45,41,7,4,2,0,1,4,3,3,0,17,0,0,1,1,0,1,0.170731707,15082
2019,"Ryan McMahon","COL",18,76,67,15,11,2,0,2,9,10,9,0,20,0,0,0,0,1,0,0.223880597,15112
2019,"Dylan Cozens","PHI",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15115
2019,"Hunter Dozier","KCR",25,103,86,30,17,4,2,7,14,17,15,1,18,1,1,0,0,0,1,0.348837209,15117
2019,"Tim Locastro","ARI",8,16,11,4,4,0,0,0,4,0,2,0,5,3,0,0,0,2,0,0.363636363,15124
2019,"Drew Anderson","PHI",1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,15130
2019,"Trey Mancini","BAL",28,121,110,39,22,11,0,6,23,14,10,1,25,0,1,0,0,0,0,0.354545454,15149
2019,"Mitch Garver","MIN",14,50,46,16,7,4,0,5,11,10,4,0,13,0,0,0,1,0,0,0.347826086,15161
2019,"Tim Anderson","CHW",23,99,96,36,25,5,0,6,21,18,2,0,21,1,0,0,3,10,0,0.375,15172
2019,"Ryan Cordell","CHW",12,42,36,9,5,2,0,2,6,6,5,0,11,1,0,0,1,1,0,0.25,15181
2019,"Dustin Peterson","DET",13,47,44,10,6,4,0,0,3,6,2,0,14,1,0,0,1,1,0,0.227272727,15189
