Season,Name,Tm,G,PA,AB,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,playerId
2022,"Aaron Hicks","NYY",124,453,384,83,64,9,2,8,54,40,62,3,109,4,2,1,10,10,3,0.216145833,5297
2022,"Brandon Crawford","SFG",118,458,407,94,68,15,2,9,50,52,39,3,98,8,4,0,12,1,1,0.23095823,5343
2022,"Freddie Freeman","LAD",159,708,612,199,129,47,2,21,117,100,84,12,102,5,7,0,6,13,3,0.325163398,5361
2022,"Juan Lagares","LAA",18,62,60,11,8,2,1,0,4,0,2,0,15,0,0,0,0,0,0,0.183333333,5384
2022,"Jose Altuve","HOU",141,604,527,158,91,39,0,28,103,57,66,2,87,10,1,0,13,18,1,0.299810246,5417
2022,"Ji Man Choi","TBR",113,419,356,83,50,22,0,11,36,52,58,3,123,2,3,0,3,0,0,0.233146067,5452
2022,"Abraham Almonte","BOS",15,37,35,9,6,2,0,1,7,2,1,0,12,1,0,0,1,1,0,0.257142857,5486
2022,"Austin Romine","3 Tms",45,136,129,20,14,3,0,3,10,9,4,0,46,1,0,2,2,0,0,0.155038759,5491
2022,"Marwin Gonzalez","NYY",70,207,184,34,21,7,0,6,20,18,14,0,54,4,2,3,8,3,0,0.184782608,5497
2022,"Kyle Higashioka","NYY",76,248,229,52,35,7,0,10,27,31,12,0,52,1,4,2,5,0,1,0.227074235,5517
2022,"Steven Souza Jr.","SEA",6,19,19,3,3,0,0,0,0,1,0,0,8,0,0,0,2,0,0,0.157894736,5667
2022,"Avisail Garcia","MIA",97,380,357,80,63,9,0,8,31,35,17,0,109,4,2,0,12,4,0,0.224089635,5760
2022,"Wilmer Flores","SFG",151,601,525,120,72,28,1,19,72,71,59,1,103,11,7,0,7,0,0,0.228571428,5827
2022,"Leury Garcia","CHW",92,315,300,63,52,8,0,3,38,20,7,0,65,3,3,2,6,2,0,0.21,5913
2022,"Jean Segura","PHI",98,387,354,98,79,9,0,10,45,33,25,1,58,7,1,0,16,13,6,0.276836158,5933
2022,"Didi Gregorius","PHI",62,232,214,45,31,9,4,1,17,19,13,0,36,3,2,0,0,1,0,0.210280373,6012
2022,"Eduardo Escobar","NYM",134,542,495,119,69,26,4,20,58,69,40,3,129,1,6,0,4,0,2,0.24040404,6153
2022,"J.D. Martinez","BOS",139,596,533,146,86,43,1,16,76,62,52,1,145,5,5,0,20,0,0,0.2739212,6184
2022,"Alcides Escobar","WSN",37,131,124,27,21,4,2,0,12,8,5,0,32,2,0,0,1,1,1,0.217741935,6310
2022,"Martin Maldonado","HOU",110,379,344,64,37,12,0,15,40,45,22,0,116,7,2,4,6,0,0,0.186046511,6887
2022,"Yadier Molina","STL",73,270,262,56,43,8,0,5,19,24,5,0,40,2,1,0,10,2,0,0.213740458,7007
2022,"Matt Davidson","2 Tms",12,37,34,5,3,0,0,2,3,3,3,0,13,0,0,0,0,0,1,0.147058823,7226
2022,"Salvador Perez","KCR",114,473,445,113,66,23,1,23,48,76,18,2,109,7,3,0,9,0,0,0.253932584,7304
2022,"Travis d'Arnaud","ATL",107,426,396,106,62,25,1,18,61,60,19,0,90,11,0,0,12,0,0,0.267676767,7739
2022,"Miguel Rojas","MIA",138,507,471,111,84,19,2,6,34,36,26,1,61,6,3,1,12,9,3,0.235668789,7802
2022,"Charlie Blackmon","COL",135,577,530,140,96,22,6,16,60,78,32,4,109,8,3,4,10,4,1,0.264150943,7859
2022,"Tim Beckham","MIN",11,25,25,2,2,0,0,0,1,1,0,0,9,0,0,0,2,0,0,0.08,7949
2022,"Matt Carpenter","NYY",47,154,128,39,15,9,0,15,28,37,19,1,35,5,1,1,2,0,0,0.3046875,8090
2022,"Josh Harrison","CHW",117,425,386,99,71,19,2,7,50,27,21,0,71,14,2,2,9,2,1,0.256476683,8202
2022,"Dee Strange-Gordon","WSN",19,59,59,18,16,1,1,0,6,2,0,0,8,0,0,0,1,3,2,0.305084745,8203
2022,"David Robertson","CHC",1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,8241
2022,"Kurt Suzuki","LAA",49,159,139,25,17,4,0,4,10,15,15,0,29,2,2,1,3,0,0,0.179856115,8259
2022,"Ehire Adrianza","2 Tms",34,110,97,17,14,3,0,0,8,7,11,0,25,1,1,0,2,1,0,0.175257731,8418
2022,"Donovan Solano","CIN",80,304,278,79,59,16,0,4,22,24,19,1,61,5,2,0,5,0,0,0.284172661,8623
2022,"Elvis Andrus","2 Tms",148,577,535,133,84,32,0,17,66,58,39,0,92,3,0,0,11,18,4,0.24859813,8709
2022,"Jason Castro","HOU",30,88,78,9,6,2,0,1,6,3,8,0,40,1,1,0,1,1,0,0.115384615,8722
2022,"Lorenzo Cain","MIL",42,156,145,26,20,5,0,1,17,9,8,0,36,2,1,0,4,2,2,0.179310344,9077
2022,"Paul Goldschmidt","STL",151,651,561,178,102,41,0,35,106,115,79,1,141,5,4,0,7,7,0,0.317290552,9218
2022,"Starling Marte","NYM",118,505,466,136,91,24,5,16,76,63,26,0,97,13,0,0,18,18,9,0.291845493,9241
2022,"AJ Pollock","CHW",132,527,489,120,79,26,1,14,61,56,32,0,98,2,4,0,13,3,1,0.245398773,9256
2022,"Evan Longoria","SFG",88,298,266,65,38,13,0,14,31,42,27,2,83,2,3,0,6,0,0,0.244360902,9368
2022,"Dustin Garneau","DET",5,11,10,3,2,1,0,0,1,1,1,0,4,0,0,0,0,0,0,0.3,9433
2022,"Yan Gomes","CHC",85,293,277,65,45,12,0,8,23,31,8,0,47,3,4,1,15,2,0,0.234657039,9627
2022,"Christian Vazquez","2 Tms",116,426,398,109,77,23,0,9,41,52,22,0,69,3,3,0,10,1,4,0.273869346,9774
2022,"Nolan Arenado","STL",148,620,557,163,90,42,1,30,73,103,52,3,72,7,4,0,15,5,3,0.292639138,9777
2022,"Andrew McCutchen","MIL",134,580,515,122,80,25,0,17,66,69,57,1,124,4,4,0,10,8,6,0.236893203,9847
2022,"DJ LeMahieu","NYY",125,541,467,122,92,18,0,12,74,46,67,0,71,4,2,1,12,4,3,0.26124197,9874
2022,"Darin Ruf","2 Tms",118,388,334,68,45,12,0,11,52,45,45,0,105,6,3,0,11,2,0,0.203592814,9929
2022,"Trayce Thompson","2 Tms",80,255,219,56,28,14,1,13,36,41,32,0,93,2,2,0,2,4,1,0.255707762,9952
2022,"Christian Bethancourt","2 Tms",99,333,318,80,52,17,0,11,39,34,12,0,80,2,0,1,6,5,1,0.251572327,10028
2022,"Chris Owings","BAL",25,68,56,6,4,2,0,0,6,0,10,0,24,1,0,1,3,1,0,0.107142857,10030
2022,"Wil Myers","SDP",77,286,261,68,46,15,0,7,29,41,21,1,86,1,3,0,7,2,1,0.260536398,10047
2022,"Max Stassi","LAA",101,375,333,60,38,12,1,9,32,30,38,0,112,2,1,1,12,0,0,0.18018018,10059
2022,"Jonathan Villar","2 Tms",58,220,202,42,31,6,2,3,25,18,15,0,59,0,2,1,4,7,0,0.207920792,10071
2022,"Mike Trout","LAA",119,499,438,124,54,28,2,40,85,80,54,8,139,6,1,0,6,1,0,0.283105022,10155
2022,"Billy Hamilton","2 Tms",26,23,20,1,1,0,0,0,13,0,2,0,12,0,0,1,0,10,1,0.05,10199
2022,"Tucker Barnhart","DET",94,308,281,62,51,10,0,1,16,16,25,0,74,1,0,1,7,0,0,0.220640569,10200
2022,"Jose Iglesias","COL",118,467,439,128,95,30,0,3,48,47,17,0,56,8,3,0,11,2,3,0.291571753,10231
2022,"Randal Grichuk","COL",135,538,506,131,88,21,3,19,60,73,24,0,127,6,2,0,12,4,0,0.25889328,10243
2022,"Brandon Belt","SFG",77,298,254,54,36,9,1,8,25,23,37,2,81,6,1,0,9,1,0,0.212598425,10264
2022,"Rafael Ortega","CHC",114,371,316,76,54,14,1,7,35,35,44,2,74,2,7,1,10,12,7,0.240506329,10323
2022,"Marcell Ozuna","ATL",124,507,470,106,64,19,0,23,56,56,31,0,122,2,4,0,12,2,1,0.225531914,10324
2022,"Enrique Hernandez","BOS",93,402,361,80,50,24,0,6,48,45,34,0,71,3,4,0,11,0,2,0.221606648,10472
2022,"Cesar Hernandez","WSN",147,617,560,139,106,28,4,1,64,34,45,0,114,7,2,3,9,10,4,0.248214285,10556
2022,"Rob Brantly","NYY",1,3,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333,10655
2022,"Gio Urshela","MIN",140,551,501,143,100,27,3,13,61,64,41,2,96,2,7,0,21,1,0,0.285429141,10681
2022,"Corey Dickerson","STL",91,297,281,75,51,17,1,6,28,36,12,1,48,2,2,0,4,0,0,0.266903914,10762
2022,"Jurickson Profar","SDP",151,658,575,140,87,36,2,15,82,58,73,0,103,4,3,3,12,5,1,0.24347826,10815
2022,"Andrelton Simmons","CHC",28,85,75,13,12,1,0,0,8,7,7,0,13,0,0,3,5,4,0,0.173333333,10847
2022,"Adam Duvall","ATL",82,315,287,61,32,16,1,12,39,36,21,0,101,5,2,0,2,0,2,0.212543554,10950
2022,"Phil Gosselin","2 Tms",29,77,74,11,10,0,1,0,6,2,2,0,24,1,0,0,1,0,0,0.148648648,10953
2022,"Kevin Kiermaier","TBR",60,221,206,47,32,8,0,7,28,22,14,0,61,1,0,0,2,6,1,0.228155339,11038
2022,"Kole Calhoun","TEX",124,424,388,76,49,14,1,12,36,49,27,0,136,6,3,0,6,3,2,0.195876288,11200
2022,"Jonathan Schoop","DET",131,510,481,97,62,23,1,11,48,38,19,1,107,6,4,0,15,5,0,0.201663201,11265
2022,"Whit Merrifield","2 Tms",137,550,504,126,86,28,1,11,70,58,38,0,85,0,8,0,11,16,5,0.25,11281
2022,"Jake Marisnick","PIT",27,82,77,18,10,6,0,2,9,6,4,1,24,0,0,1,2,2,1,0.233766233,11339
2022,"Jesus Aguilar","2 Tms",129,507,464,109,74,19,0,16,39,51,28,1,119,4,5,0,8,1,0,0.234913793,11342
2022,"Yasmani Grandal","CHW",98,376,327,66,54,7,0,5,15,27,45,1,79,2,2,0,8,1,0,0.201834862,11368
2022,"Gary Sanchez","MIN",124,471,419,86,46,24,0,16,42,61,40,0,136,7,5,0,12,2,0,0.205250596,11442
2022,"Mark Canha","NYM",138,542,462,123,86,24,0,13,71,61,48,1,97,28,4,0,3,3,1,0.266233766,11445
2022,"Tony Wolters","LAD",2,4,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,11470
2022,"Dixon Machado","SFG",5,17,15,3,3,0,0,0,1,0,1,0,5,1,0,0,0,0,0,0.2,11472
2022,"Odubel Herrera","PHI",62,197,185,44,29,9,1,5,23,21,11,0,42,0,1,0,3,6,0,0.237837837,11476
2022,"Christian Yelich","MIL",154,671,575,145,102,25,4,14,99,57,88,5,162,5,2,1,9,19,3,0.252173913,11477
2022,"Michael A. Taylor","KCR",123,456,414,105,83,10,3,9,49,43,35,0,109,2,3,2,6,4,2,0.253623188,11489
2022,"Manny Machado","SDP",150,644,578,172,102,37,1,32,100,102,63,10,133,1,2,0,12,9,1,0.297577854,11493
2022,"Bryce Harper","PHI",99,426,370,106,59,28,1,18,63,65,46,9,87,3,7,0,13,11,4,0.286486486,11579
2022,"Yolmer Sanchez","BOS",13,44,37,4,4,0,0,0,1,2,5,0,13,0,0,2,0,0,2,0.108108108,11602
2022,"Willson Contreras","CHC",113,487,416,101,54,23,2,22,65,55,45,0,103,24,2,0,14,4,2,0.242788461,11609
2022,"Brandon Drury","2 Tms",137,568,518,136,75,31,2,28,87,87,38,0,126,8,4,0,8,2,3,0.262548262,11615
2022,"Elias Diaz","COL",103,381,351,80,51,18,2,9,29,51,25,0,82,2,3,0,8,0,1,0.227920227,11680
2022,"Nick Castellanos","PHI",136,558,524,138,98,27,0,13,56,62,29,0,130,3,2,0,15,7,1,0.263358778,11737
2022,"J.T. Realmuto","PHI",139,562,504,139,86,26,5,22,75,84,41,1,119,12,5,0,7,21,1,0.27579365,11739
2022,"Joc Pederson","SFG",134,433,380,104,59,19,3,23,57,70,42,3,100,7,4,0,5,3,2,0.27368421,11899
2022,"Hanser Alberto","LAD",69,159,156,38,25,9,2,2,13,15,3,0,25,0,0,0,7,0,1,0.243589743,11902
2022,"Travis Shaw","BOS",7,19,19,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,11982
2022,"Jon Berti","MIA",100,404,358,86,62,17,3,4,47,28,42,0,89,3,1,0,6,41,5,0.240223463,12037
2022,"Niko Goodrum","HOU",13,45,43,5,3,2,0,0,2,1,2,0,23,0,0,0,0,1,0,0.116279069,12092
2022,"Max Kepler","MIN",115,446,388,88,60,18,1,9,54,43,49,1,66,5,4,0,7,3,2,0.226804123,12144
2022,"Nick Ahmed","ARI",17,54,52,12,7,2,0,3,7,7,2,0,15,0,0,0,2,0,1,0.23076923,12147
2022,"Eddie Rosario","ATL",80,270,250,53,35,12,1,5,27,24,17,0,68,0,3,0,3,3,0,0.212,12155
2022,"Austin Barnes","LAD",61,212,179,38,24,6,0,8,31,26,27,0,37,3,1,2,5,2,1,0.212290502,12158
2022,"Ben Gamel","PIT",113,423,371,86,55,20,2,9,42,46,48,2,98,3,1,0,5,5,1,0.231805929,12160
2022,"Xander Bogaerts","BOS",150,631,557,171,118,38,0,15,84,73,57,2,118,10,7,0,14,8,2,0.307001795,12161
2022,"Miguel Sano","MIN",20,71,60,5,4,0,0,1,1,3,9,0,25,1,1,0,0,1,0,0.083333333,12164
2022,"Maikel Franco","WSN",103,388,371,85,61,15,0,9,31,39,12,0,75,2,3,0,18,1,0,0.229110512,12179
2022,"Jorge Alfaro","SDP",81,274,256,63,42,14,0,7,25,40,11,0,98,4,3,0,5,1,0,0.24609375,12180
2022,"Jake Hager","ARI",20,59,50,12,10,2,0,0,4,3,8,0,17,0,0,1,0,0,0,0.24,12198
2022,"Rougned Odor","BAL",133,472,426,88,53,19,3,13,49,53,32,1,109,10,4,0,9,6,1,0.206572769,12282
2022,"Jace Peterson","MIL",108,328,288,68,44,14,2,8,44,34,33,2,85,2,3,2,8,12,1,0.236111111,12325
2022,"Tommy La Stella","SFG",60,195,180,43,27,14,0,2,17,14,11,0,30,1,3,0,4,0,0,0.238888888,12371
2022,"Jason Krizan","SFG",3,10,8,1,1,0,0,0,0,0,2,0,3,0,0,0,0,0,0,0.125,12394
2022,"Taylor Motter","CIN",2,6,6,1,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0.166666666,12399
2022,"Kevin Pillar","LAD",4,13,12,1,0,1,0,0,1,0,1,0,4,0,0,0,1,0,0,0.083333333,12434
2022,"Curt Casali","2 Tms",54,176,148,30,21,4,0,5,20,17,24,0,50,2,2,0,1,0,0,0.202702702,12510
2022,"Kolten Wong","MIL",133,497,430,108,65,24,4,15,65,47,46,2,88,14,5,2,5,17,6,0.25116279,12532
2022,"Marcus Semien","TEX",161,724,657,163,101,31,5,26,101,83,53,0,120,4,10,0,7,25,8,0.248097412,12533
2022,"C.J. Cron","COL",150,632,575,148,88,28,3,29,79,102,43,6,164,8,5,0,16,0,0,0.257391304,12546
2022,"Eugenio Suarez","SEA",150,629,543,128,71,24,2,31,76,87,73,0,196,8,5,0,12,0,0,0.23572744,12552
2022,"Trevor Story","BOS",94,396,357,85,47,22,0,16,53,66,32,4,122,3,4,0,9,13,0,0.238095238,12564
2022,"Alex Dickerson","ATL",12,36,33,4,3,0,0,1,3,2,3,0,9,0,0,0,3,0,0,0.121212121,12649
2022,"Dillon Thomas","LAA",6,14,11,1,1,0,0,0,1,0,2,0,6,1,0,0,0,0,0,0.09090909,12719
2022,"Brad Miller","TEX",80,241,222,47,37,3,0,7,20,32,18,0,70,0,1,0,3,4,2,0.211711711,12775
2022,"George Springer","TOR",133,583,513,137,86,22,4,25,89,76,54,1,100,7,5,0,7,14,2,0.26705653,12856
2022,"James McCann","NYM",56,191,174,34,25,6,0,3,19,18,11,0,46,4,2,0,5,3,0,0.195402298,12859
2022,"Anthony Rendon","LAA",47,193,166,38,23,10,0,5,15,24,23,0,35,2,2,0,7,2,0,0.228915662,12861
2022,"Tyler Anderson","LAD",1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,12880
2022,"Francisco Lindor","NYM",161,706,630,170,114,25,5,26,98,107,59,2,133,10,7,0,11,16,6,0.269841269,12916
2022,"Brandon Nimmo","NYM",149,673,580,159,106,30,7,16,102,64,71,0,116,16,3,3,9,3,2,0.274137931,12927
2022,"Austin Hedges","CLE",99,338,294,48,37,4,0,7,26,30,25,0,78,6,3,10,12,2,0,0.163265306,12976
2022,"Michael Perez","2 Tms",41,132,121,18,12,0,0,6,10,14,10,0,32,0,0,1,2,1,0,0.14876033,12977
2022,"Javier Baez","DET",144,590,555,132,84,27,4,17,64,67,26,1,147,6,3,0,13,9,2,0.237837837,12979
2022,"Cam Gallagher","KCR",17,47,42,9,4,5,0,0,1,5,3,0,13,0,0,2,0,0,0,0.214285714,12981
2022,"Jackie Bradley Jr.","2 Tms",116,370,344,70,42,23,1,4,30,38,24,0,77,0,0,2,5,2,3,0.203488372,12984
2022,"Teoscar Hernandez","TOR",131,535,499,133,72,35,1,25,71,77,34,0,152,2,0,0,18,6,3,0.266533066,13066
2022,"Josh Bell","2 Tms",155,647,552,147,98,29,3,17,78,71,81,4,102,5,6,0,22,0,1,0.266304347,13145
2022,"Jorge Polanco","MIN",104,445,375,88,56,16,0,16,54,56,64,1,95,2,4,0,4,3,3,0.234666666,13152
2022,"Orlando Arcia","ATL",64,234,209,51,33,9,0,9,25,30,21,0,51,2,2,0,7,0,0,0.244019138,13185
2022,"Mike Zunino","TBR",36,123,115,17,9,3,0,5,7,16,6,0,46,1,1,0,2,0,0,0.147826086,13265
2022,"Max Muncy","LAD",136,565,464,91,47,22,1,21,69,69,90,1,141,5,6,0,2,2,0,0.196120689,13301
2022,"Ildemaro Vargas","2 Tms",63,222,209,55,37,13,1,4,19,23,8,0,23,3,1,1,6,3,1,0.263157894,13324
2022,"Deven Marrero","NYM",5,6,6,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,13325
2022,"Jake Lamb","2 Tms",40,111,97,21,11,6,1,3,13,6,11,0,38,3,0,0,4,0,1,0.216494845,13329
2022,"Omar Narvaez","MIL",83,296,262,54,37,12,1,4,21,23,29,1,57,3,1,1,4,0,0,0.20610687,13338
2022,"Luke Maile","CLE",63,206,181,40,27,10,0,3,19,17,19,0,54,3,3,0,6,0,0,0.220994475,13355
2022,"Tyler Naquin","2 Tms",102,334,310,71,37,19,4,11,47,46,19,2,93,4,0,1,3,4,2,0.229032258,13359
2022,"Stephen Piscotty","OAK",42,139,126,24,15,4,0,5,12,14,9,1,48,2,2,0,2,2,0,0.19047619,13367
2022,"Erik Gonzalez","MIA",14,41,37,7,6,1,0,0,4,3,4,0,12,0,0,0,1,1,0,0.189189189,13369
2022,"Wynton Bernard","COL",11,42,42,12,11,1,0,0,9,3,0,0,8,0,0,0,1,3,1,0.285714285,13408
2022,"Christian Walker","ARI",160,667,583,141,78,25,2,36,84,94,69,2,131,8,7,0,15,2,2,0.241852487,13419
2022,"Christian Lopes","OAK",4,10,9,0,0,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0,13472
2022,"Tom Murphy","SEA",13,42,33,10,7,2,0,1,9,1,8,0,13,0,0,0,1,0,0,0.303030303,13499
2022,"Jose Ramirez","CLE",157,685,601,168,90,44,5,29,90,126,69,20,82,6,9,0,5,20,7,0.279534109,13510
2022,"Roman Quinn","2 Tms",37,87,79,17,12,3,2,0,15,7,7,0,36,1,0,0,0,4,3,0.215189873,13546
2022,"Jesse Winker","SEA",136,547,456,100,71,15,0,14,51,53,84,1,103,4,3,0,8,0,0,0.219298245,13590
2022,"Patrick Wisdom","CHC",133,534,469,97,44,28,0,25,67,66,53,1,183,9,2,1,8,8,4,0.206823027,13602
2022,"Mookie Betts","LAD",141,639,572,154,76,40,3,35,117,82,55,0,104,8,4,0,8,12,2,0.269230769,13611
2022,"Ketel Marte","ARI",137,558,492,118,62,42,2,12,68,52,55,3,101,6,5,0,12,5,1,0.239837398,13613
2022,"Carson Kelly","ARI",97,354,317,67,42,18,0,7,40,35,29,0,71,4,4,0,10,2,0,0.211356466,13620
2022,"Jeimer Candelario","DET",124,467,429,93,59,19,2,13,49,50,28,1,109,6,4,0,9,0,1,0.216783216,13621
2022,"Corey Seager","TEX",151,663,593,145,87,24,1,33,91,83,58,7,103,7,5,0,14,3,0,0.244519392,13624
2022,"Terrance Gore","NYM",8,8,7,1,1,0,0,0,1,0,0,0,3,0,0,1,0,3,0,0.142857142,13658
2022,"Tyrone Taylor","MIL",116,405,373,87,46,21,3,17,49,51,22,0,102,7,3,0,11,3,2,0.233243967,13675
2022,"Jacob Stallings","MIA",110,384,346,77,61,12,0,4,25,34,29,0,83,6,2,1,15,0,1,0.222543352,13723
2022,"Elier Hernandez","TEX",14,35,33,6,4,2,0,0,4,3,1,0,15,0,1,0,1,0,0,0.181818181,13750
2022,"Tomas Nido","NYM",91,313,284,68,50,15,0,3,31,28,14,0,76,1,2,12,14,0,0,0.239436619,13755
2022,"Chris Taylor","LAD",118,454,402,89,51,25,3,10,45,43,44,2,160,5,3,0,4,10,1,0.221393034,13757
2022,"Travis Jankowski","2 Tms",25,64,55,9,9,0,0,0,11,2,8,0,10,1,0,0,0,3,0,0.163636363,13768
2022,"Adalberto Mondesi","KCR",15,54,50,7,7,0,0,0,3,3,4,0,20,0,0,0,2,5,0,0.14,13769
2022,"Rob Refsnyder","BOS",55,177,153,47,30,11,0,6,25,21,15,0,46,6,3,0,1,1,1,0.307189542,13770
2022,"Matt Reynolds","CIN",87,272,244,60,46,10,1,3,31,23,26,0,78,1,1,0,7,5,0,0.245901639,13788
2022,"Kevin Plawecki","2 Tms",60,186,168,37,28,8,0,1,15,13,14,0,32,2,1,1,6,0,0,0.220238095,13807
2022,"Matt Duffy","LAA",76,247,228,57,47,8,0,2,14,16,17,0,50,2,0,0,6,0,0,0.25,13836
2022,"Joey Wendle","MIA",100,371,347,90,62,24,1,3,27,32,15,0,50,5,3,1,7,12,3,0.259365994,13853
2022,"Anthony Bemboom","BAL",20,59,52,6,3,2,0,1,4,1,6,0,17,0,0,1,1,0,0,0.115384615,13854
2022,"Tyler Heineman","2 Tms",55,174,157,34,26,8,0,0,16,9,8,0,17,5,0,4,3,1,0,0.216560509,13897
2022,"Albert Almora Jr.","CIN",63,235,215,48,32,10,1,5,26,29,17,0,46,1,1,1,9,3,2,0.223255813,14109
2022,"Eric Haase","DET",108,351,323,82,50,17,1,14,41,44,24,1,97,1,3,0,9,0,0,0.253869969,14111
2022,"Joey Gallo","2 Tms",120,410,350,56,27,8,2,19,48,47,56,0,163,3,1,0,0,3,0,0.16,14128
2022,"Daniel Vogelbach","2 Tms",130,461,386,92,54,19,1,18,47,59,73,2,114,1,1,0,11,0,0,0.238341968,14130
2022,"Byron Buxton","MIN",92,382,340,76,32,13,3,28,61,51,34,0,116,7,1,0,0,6,0,0.223529411,14161
2022,"Carlos Correa","MIN",136,590,522,152,105,24,1,22,70,64,61,2,121,3,4,0,18,0,1,0.291187739,14162
2022,"Andrew Velazquez","LAA",116,349,322,63,46,8,0,9,37,28,15,0,119,3,3,6,3,17,1,0.195652173,14196
2022,"Jorge Soler","MIA",72,306,270,56,30,13,0,13,32,34,31,1,90,3,1,0,9,0,2,0.207407407,14221
2022,"Mitch Haniger","SEA",57,247,224,55,36,8,0,11,31,34,20,1,65,1,2,0,7,0,0,0.245535714,14274
2022,"Wilmer Difo","ARI",2,6,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,14320
2022,"Anthony Alford","PIT",2,4,4,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0.25,14329
2022,"Matt Olson","ATL",161,699,616,148,70,44,0,34,86,103,75,6,170,4,4,0,13,0,0,0.24025974,14344
2022,"Raimel Tapia","TOR",127,433,411,109,79,20,3,7,47,52,16,0,81,0,1,3,12,8,2,0.265206812,14350
2022,"Lewis Brinson","SFG",15,39,36,6,1,2,0,3,5,4,2,0,14,0,0,1,0,1,0,0.166666666,14352
2022,"Joey Meneses","WSN",56,240,222,72,45,14,0,13,33,34,15,2,52,1,2,0,13,1,0,0.324324324,14366
